tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
711	Жена на 107 години пребори COVID-19 в Иран https://t.co/QKyUYpRSK2	yes	no	yes	no	no	no	no
712	“”Левски” е COVID-1914” Тити Папазов, a.k.a Баскет Божинката.	no	nan	nan	nan	nan	no	no
714	Светлини озаряват небето над пет български града в знак на признателност към всички, които са ангажирани с борбата с коронавируса и са на първа линия по овладяването на разпространението на Covid-19 https://t.co/QnYrV7uwy1	no	nan	nan	nan	nan	no	no
715	@Gala04809084 @todoralexandrov @No_name_No_user Щях да си поговоря с теб, но рандъм скрийншоти от интернет по-скоро ме карат да не искам. Надявам се да не се разболявате. #StaySafe	no	nan	nan	nan	nan	no	no
717	Тъпо е обществото да очаква от жените да са манекенки. Тъпо е и да не се грижим за себе си обаче-било то от мързел или заради проблеми; проблемите са за това, за да бъдат решавани,но насила не става. Последна вметка и това е сериозно: затлъстелите са доста рискови и при COVID	no	nan	nan	nan	nan	no	no
719	Деди иска домати за ракията... https://t.co/QpuOKRx1tb	no	nan	nan	nan	nan	no	no
720	Гледайте „Извънредно положение заради COVID-19 - 2.“ в YouTube https://t.co/CJz3Zcnqk8	no	nan	nan	nan	nan	no	no
721	Не знам за какъв #Coronavirus говорим.. АлиЕкспреса не спират да ме спамят с нотификации .. you want it, someone's got it... on sale! Come see! 🤨	no	nan	nan	nan	nan	no	no
722	Африканският въпрос се появява спорадично, сякаш за да ни успокои, че винаги може да е по-зле. Но за хората на континента COVID-19 е поредният сериозен проблем, с който трябва да се справят. Паралелно с глада, бедността, военните конфликти и насилието. https://t.co/KDnhbdo7Bg	no	nan	nan	nan	nan	no	no
723	Тръмп предложи COVID-19 да се казва Ухан или Кунг-флу https://t.co/DoxZJFATD2	no	nan	nan	nan	nan	no	no
724	Световен шампион отказва да играе заради COVID-19 https://t.co/EpZCkihxGv	no	nan	nan	nan	nan	no	no
725	Сега остава някой да обясни, че това е логистична функция, и цял народ ще започне да си разбира кредитния скоринг. :) #covid19 #FlattenTheCurve #logisticfunction #Statistics	no	nan	nan	nan	nan	no	no
726	Smart &amp; to the point: 🇮🇱 📤📥🇧🇬 технологична система за контрол на #COVID19 от @RAFAELdefense. Вижте повече за идеята как да преборим епидемията от #коронавирус в материала на @www24chasa 👉https://t.co/qxCaB48lBq	no	nan	nan	nan	nan	no	no
728	@deibaijivota Помислете малко, ако има нова и по-продължителна блокада държавата ще колабира, няма логика в това, най-много да останат рестрикции за това кой, къде отива и правене на тестове за това дали даден човек е носител на Covid-19.	no	nan	nan	nan	nan	no	no
729	Чудно, но на тези места по света още няма COVID-19 : https://t.co/odbEXBdbGT https://t.co/OEyBsJJtBr	yes	no	yes	no	no	no	no
730	21 нови положителни случаи на Covid-19 са регистрирани през последните 24 часа у нас. С това общият брой на доказаните положителни проби на коронавируса от началото на пандемията до този момент в страната е 1 632. https://t.co/RXSaD05Dsz	yes	no	yes	no	no	no	no
732	@dnevnik намерете начин да преведете и публикувате https://t.co/BH6KiTn4Bl	no	nan	nan	nan	nan	no	no
733	Проф. Кантарджиев. Заразените с COVID-19 са вече 458 - bTV Новините https://t.co/m2ou2MIAbj	yes	no	yes	no	no	no	no
734	АУЦ "Волга-Днепр Техникс Москва" получил одобрение EASA по обучению техников на Boeing 777-200/300 https://t.co/WOHWViyFVb #Boeing #777 #ВолгаДнепр #ВолгаДнепрТехникс #COVID19 #ЮрийРябов	no	nan	nan	nan	nan	no	no
735	Най-много нови случаи на COVID-19 има във Варна и Добрич: 174 са новите случаи на заразени с коронавирус у нас, а излекуваните са 213. Това сочат данните от Единния информационен портал. Направените PCR тестове са близо 6000.Най-много са новите случаи в… https://t.co/EIKYo36wWZ	yes	no	yes	no	no	no	no
736	няма вече такива мъже! 😂 https://t.co/MDkRSPbhrH	no	nan	nan	nan	nan	no	no
737	За изминалото денонощие потвърдените случаи на COVID-19 са 81 https://t.co/l1I1yHEZEs btvnovinite	yes	no	yes	no	no	no	no
738	Само да вметна, че, ако сега не намерите време да се обогатите духовно, никога няма да настъпи този момент. #COVID19	no	nan	nan	nan	nan	no	no
739	10 нови случая на COVID-19, още са 18 излекувани, щабът доволен от нанопрепаратите за дезинфекция https://t.co/ccV7MgZCky https://t.co/5Y6n3ugG6b	yes	no	yes	no	no	no	no
742	18 души от дома в Джурково заразени с COVID-19 - DC news https://t.co/eOVmifmffK	yes	no	yes	no	no	no	no
745	Бременност и COVID-19 – въпроси, отговори и алгоритъм за поведение https://t.co/4TMgcIGHkV	no	nan	nan	nan	nan	no	no
746	325 излекувани от COVID-19, почти двойно по-малко нови случаи https://t.co/4lsiMzoQtP	yes	no	yes	no	no	no	no
747	ся кво, трябва да избираме между чип на Бил Гейтс и чип на Путин ли... давайте ги и двата, че ми писна https://t.co/e7VNWy9tK5	no	nan	nan	nan	nan	yes	no
748	#COVID19 Последни данни: Новите заразени с COVID 19 у нас сa 49, общият им брой надхвърли 1000 https://t.co/dGPEigjaeI	yes	no	yes	no	no	no	no
749	Мислех си, че COVID-19 не може да ми се случи на мен. Умирам, но най ме е страх за семейството ми https://t.co/q4vqL3NFyO	no	nan	nan	nan	nan	no	no
751	По време на срещата ще бъдат представени Условията за кандидатстване по процедурата с допустимите кандидати, допустимите разходи, индикаторите за изпълнение и за резултат, начинът на кандидатстване и сроковете за ... (Онлайн, 17.07.2020 г.)https://t.co/kdSPAgMkDL	no	nan	nan	nan	nan	no	no
754	„Майчин дом“ получи 100 000 лв от Пощенска банка в борбата с Covid-19 https://t.co/7fz92ECFGs	yes	no	yes	no	no	no	no
755	Карантината в Русия: от какво се страхуват алкохолиците https://t.co/PH3LGBGm69 https://t.co/5mhNnZmXLG	no	nan	nan	nan	nan	no	no
757	Представяме ти Пламен Петров. Той е управител на компанията Екуинокс Партнърс ООД, която е специализирана в провеждането на лидерски програми за ръководители на екипи и повишаване на екипната ефективност. https://t.co/rvYyRT4KFR	no	nan	nan	nan	nan	no	no
758	@Vevivive ще изчакам да видя новата версия COVID-19 S PLUS и тогава ще ти отговоря😂	no	nan	nan	nan	nan	no	no
759	Новите случаи на коронавирус, потвърдени в страната за денонощие, вчера бяха 62, при 32 - ден по-рано https://t.co/R6oTCDxaq1 figugudu	yes	no	yes	no	no	no	no
760	38 души са новоизлекиваните за последните 24 часа. Те са от няколко области в страната, включително и от Пловдив https://t.co/n1TIx7sFEl	yes	no	yes	no	no	no	no
761	@VSirkarov Може да се страхуват да не направят COVID-19 ваксината задължителна и затова да са се покрили.	no	nan	nan	nan	nan	no	no
762	Проф. Щерев: За нас беше въпрос на отговорност да осигурим информация, успокоение и достъп до качествена медицинска помощ https://t.co/2yxB1ICWH1 чрез @centerprh	yes	no	yes	no	no	no	no
763	Очаквайте съвсем скоро .... новия продукт на компанията😁 #monaco #luxurylifestyle #staysafe #innovation #beautycare	no	nan	nan	nan	nan	no	no
765	Туит на италиански. 😈 Corona ciao.	no	nan	nan	nan	nan	no	no
766	Много ме дразни такова изразяване със спестяване на съществителните, особено в медия! ⚡⚡🔥 https://t.co/vBZQE0Hs2f	no	nan	nan	nan	nan	no	no
767	Международен ден на проверка на фактите - 2 април #weareallinthistogether #rescEU #Coronavirus #FactsMatter #staysafe https://t.co/7DLrXi4DcE	no	nan	nan	nan	nan	no	no
768	(Още двама починали от COVID-19, новозаразените у нас - 44) от Зарата - Новини - https://t.co/g7DnUqzykq #новини #коронавирус https://t.co/n7S1U6fD0p	yes	no	yes	no	no	no	no
769	Ананиев отмени още противо-епидемични мерки, въведени заради COVID-19 у нас https://t.co/EUuR95Skyz Bulevardbg	yes	no	yes	no	no	no	no
770	Наша поп певица се омъжи по време на Covid-19 https://t.co/yvUPqwforD	no	nan	nan	nan	nan	no	no
771	Проклятието на COVID-19: Починаха двама свещеници, единият от които брат на починалия от коронавирус Екатеринодарски Митрополит Исидор https://t.co/Y2LdwRH3ll	yes	no	yes	no	no	no	no
772	Моля bebceta-та от Плевен и Габрово да ме лайкват спокойно.... ..сега ако не пробия.. нз.. https://t.co/0EWc0lVNSW	no	nan	nan	nan	nan	no	no
773	Ей, съсипАха го тоя човек. То не беше кученцето, пиенето на чай, сега и жена му се включи https://t.co/C3RFkP95bk	no	nan	nan	nan	nan	no	no
774	Когато си сложиш маската на грешното място... 🤔🤭 #Coronavirus https://t.co/Qn2kA665Ar	no	nan	nan	nan	nan	no	no
775	Новини от България – 685 са потвърдените случаи на COVID-19 у нас. https://t.co/yntjf9BpkQ	yes	no	yes	no	no	no	no
777	Хоспитализирани са четирима – по двама в областната болница и в МБАЛ – Мадан. Петият случай е лекар от общинската болница в Девин, който има леки оплаквания и е на домашно лечение https://t.co/SyvgOK1THD	yes	no	yes	no	no	no	no
778	Над 21 милиона са заразените с COVID-19 по света https://t.co/92asAZjqi3	yes	no	yes	no	no	yes	no
779	@Laveol То хубаво превръзка, ама горе пише COVID-19 не е доказан и не мога да разбера в какъв контекст стои такава диагноза върху фактура за превръзка	no	nan	nan	nan	nan	no	no
780	3 новозаразени с COVID-19 в Русе, 255 в страната за денонощието https://t.co/JNi9NTiFwO https://t.co/9Lzprj9ZdN	yes	no	yes	no	no	no	no
781	72 млн. лева са изплатени на микро- и малки предприятия за преодоляване на икономическите последствия от COVID-19 https://t.co/bTSicrZz6y	yes	no	yes	no	no	no	no
782	Извънредното положение не е оправдание за компромис с медицинската наука https://t.co/BtSvKQbwpY чрез @centerprh	no	nan	nan	nan	nan	no	no
783	Британският вестник "Телеграф" разказва как #Гърция е действала своевременно и решително в борбата срещу коронавируса. // Πως η Ελλάδα κινήθηκε έγκαιρα και αποφασιστικά στην αντιμετώπιση του #COVID19 . Via: @Telegraph https://t.co/sF0fB1ahPj	yes	no	yes	no	no	no	no
784	The Times: Жертвите на COVID-19 във Великобритания са двойно повече – 55 700 https://t.co/fqA7onHqnr	yes	no	yes	no	no	no	no
785	При излизането си от болницата човекът е споделил, че се чувства отлично и е изразил благодарност към медицинския екип заположените за него грижи https://t.co/oFxRxJVNNJ	no	nan	nan	nan	nan	no	no
786	на #рсм му се дигна #кривата. 🦠 #sarscov2 #covid19 @zdravstvomk @koronavirusmk @vladamk https://t.co/f54J8Gynkh	no	nan	nan	nan	nan	no	no
787	Несебърлии излязоха на протест срещу избора на база за карантиниране на заразени с Covid-19 туристи в крайморското градче. https://t.co/vvqE4jD6Dv	yes	no	yes	no	no	no	no
788	Днес Ви предлагаме: Елегантен сет от две части: черна изчистена рокля без ръкав и феерична туника от шифон (черен) 39,90 лв. https://t.co/rmHa2muit2 #максимода #maximoda #maxiclothes #clothes #fashion #moda #style #womanstyle #beautiful #bulgaria #lookoftheday #design #shopping https://t.co/k4WWZEpyxV	no	nan	nan	nan	nan	no	no
789	9 нови случая на COVID-19, 6 от тях - в Спешна помощ : Вестник Знаме - новини Пазарджик и областта https://t.co/aUgR36d8by	yes	no	yes	no	no	no	no
791	Открит е тест за тестване на теста за 👑👾 за неверни резултати 🥴🤔🧐 👏👏👏 https://t.co/fmkrrZIQYt	no	nan	nan	nan	nan	no	no
792	В моя Фейсбук и на страницата на MoneyballClub има нов пост - Предизвикателството на SARS-COV-2 и COVID-19. Той предхожда пост, по който работя, Ефекта на SARS-COV-2 и COVID-19 върху бизнеса на спорта. https://t.co/nanPYQhcWO	no	nan	nan	nan	nan	no	no
794	@ipavel При нас има болни от COVID-19. Някои може да прекарат заразата дори без симптоми,други развиват пневмонии,а трети за съжаление загиват.Факт.	yes	no	yes	no	no	no	no
795	Как да се предпазите от COVID 19 и да намалите разпространението му https://t.co/xND2l5ZjAx чрез @YouTube	no	nan	nan	nan	nan	no	no
797	Вдигнете ръцете ако ви е писнало от Корона! #coronavirus #coronavirusbg #стигавече https://t.co/VLvL39ajON	no	nan	nan	nan	nan	no	no
798	Надявам се това да вдъхнови и другите да направят нещо подобно. Животът е твърде кратък, така че нека направим всичко, което можем днес, за да помогнем на хората сега. А как #ArtificialInteligence помага за борбата с COVID-19 ➡️ https://t.co/ADAC6FIf87 #movebg #editbg #startup https://t.co/l3PHL1bqTR	no	nan	nan	nan	nan	no	no
799	НДК съкращава 30% от персонала си заради огромни загуби след COVID-19 | Банкеръ https://t.co/T0qpGtecZI	yes	no	yes	no	no	no	no
800	Сигурно протестиращите са биле от петата колона на Русия и шестата колона на Китай. https://t.co/c1sg4JB148	no	nan	nan	nan	nan	no	no
801	„Зелените” приемни ще се провеждат при спазване на социална дистанция и на всички предписани мерки срещу COVID-19. Телефонът за записване за приемните дни е 032 68 27 27 https://t.co/bA4DuRWNpZ	yes	no	yes	no	no	no	no
802	Напастта „бетономорие“ е сравнима с Covid и корупцията https://t.co/qdQPade3f9	no	nan	nan	nan	nan	no	no
803	Страхотна новина от САЩ за борбата с COVID-19 https://t.co/VgBX58fF7f	no	nan	nan	nan	nan	no	no
804	Починалата от Covid-19 в САЩ българка отказвала да отиде в болница https://t.co/fnUvqqm4Yy Mediapoolbg https://t.co/yxXV0eXvRe	no	nan	nan	nan	nan	no	no
805	Даамм... Удвоява се... Въпреки всичките протести, блокажи, агитки и сценки, палатки, чадъри и шнорхели, резиденти с напъни и всякакви шменти-капели... https://t.co/ASKCzr0Z7m	no	nan	nan	nan	nan	no	no
806	51 нови случая на Covid-19 са регистрирани през последното денонощие у нас. 5 от тях са в #Бургас https://t.co/qphR7oMjc6	yes	no	yes	no	no	no	no
807	Одобрени са проектите на две споразумения за осигуряване участието на България в Паневропейския гаранционен фонд в отговор на COVID-19 https://t.co/lkd7pZDnZs	yes	no	yes	no	no	no	no
808	БАБХ затвори 5 заведения-нарушители на COVID мерките https://t.co/mRkNC9CpRE	yes	no	yes	no	no	no	no
809	Малика както винаги кърти мивки https://t.co/TkJ6Pn3nkC	no	nan	nan	nan	nan	no	no
810	Заразените с COVID-19 намаляват при рекорден брой направени тестове https://t.co/XjCRtmXh4f	yes	no	yes	no	no	no	no
811	Расте броя на инфекританите с Covid-19, вече са 783-има : https://t.co/odbEXBdbGT https://t.co/crXLtNvKa3	yes	no	yes	no	no	no	no
812	Ако вече се чудите какво да си приготвяте за хапване, прекарвайки времето си у дома, предлагаме ви идеи за апетитни сандвичи, които ще превърнат диетичното хранене във вкусно удоволствие използвайки любимия си ВИТА хляб. #StayHomeSaveLives #StayHome https://t.co/jTeh026DLj	no	nan	nan	nan	nan	no	no
813	Случай на COVID-19 и в Министерството на отбраната https://t.co/KlKERku3Fd	yes	no	yes	no	no	no	no
814	Одобрен е първият пакет от мерки в подкрепа на гражданите и бизнеса във Варна: Първи пакет от мерки в подкрепа на гражданите и бизнеса в условията на COVID -19 одобри на днешното си заседание Общинският съвет във Варна. Мерките, предложени от кмета Иван… https://t.co/zPRreQGZZA	yes	no	yes	no	no	no	no
816	“Гугъл“ с нов уебсайт за COVID-19 https://t.co/MnIBe3973N	no	nan	nan	nan	nan	no	no
817	Положителна проба за COVID-19 e дал служител на РЗИ, след работа в с. Изгрев https://t.co/zJasDPJjRp	yes	no	yes	no	no	no	no
818	@DidiGK @bgMamaMilf @SuzanSaamieva вчера прочетох това мнение по темата, вероятно много хора имат нужда да се откъснат от ежедневието си, особено сега https://t.co/WAuZclXQIi	no	nan	nan	nan	nan	no	no
819	Андреа Бочели се изложи с изказвания за COVID-19, после се извини https://t.co/v8l35rzmyp	no	nan	nan	nan	nan	no	no
820	(Трябва да се преоцени забраната за извършване на профилактични прегледи, включително диагностични) от Зарата - Новини - https://t.co/OqlltV36vM #новини #COVID19 #забрана #профилактика #СтойчоКацаров https://t.co/tTWfUizcmV	no	nan	nan	nan	nan	no	no
821	Здравейте, Във връзка с превенцията за ограничаване на разпространението на COVID-19 и в съгласие с мерките, които се предприемат от правителството и въведеното Извънредно положение в България, ние сме… https://t.co/3vBJDtfMgY	no	nan	nan	nan	nan	no	no
822	С 46 новоустановени с COVID-19 започва денят https://t.co/gqS9FAD6X9	yes	no	yes	no	no	no	no
823	@bunnyBlane Има и такива, които вярват че 5G причинява Covid-19	no	nan	nan	nan	nan	no	no
824	Жена от Троян е заразена с Covid-19 в “Пирогов”. Настанена е в софийска болница https://t.co/923uXYpymb	yes	no	yes	no	no	no	no
825	Ексклузивни СНИМКИ на блокирания заради COVID-19 хотел на Лъвов мост https://t.co/ToTFklIT20	no	nan	nan	nan	nan	no	no
826	Няма компания, която може да прогнозира изходът от COVID-19 кризата - Доброслав Димитров, основател на @ImperiaJSC , съосновател на @ITTalents1 и председател на #BASSCOM: https://t.co/El1Hd6hqah #TopManager, #ITIndustry, #COVID19, #Business, #Developers, #softskills, @zoom_us https://t.co/RkqnjeUEMZ	no	nan	nan	nan	nan	no	no
827	Две нови жертви на Covid-19 във Варна: Във връзка с разпространението на заболяването COVID-19 на територията на гр. Варна и областта, РЗИ Варна информира: В информационната система за COVID-19, към 00 часа на 30 юли, са регистрирани 21 нови случаи на… https://t.co/A9N9pWmyhi	yes	no	yes	no	no	no	no
828	@s_manchev @pavleo @100KILABG @yurukov @MoHBulgaria @otecslanini Мисля, че тук има информация и по градове и области. https://t.co/vjaL7OlEJP	no	nan	nan	nan	nan	no	no
829	Covid-19 взе 2 жертви във Видинско : https://t.co/odbEXBdbGT https://t.co/UvkKiq3WPy	yes	no	yes	no	no	no	no
830	БФС с първи мерки в битката срещу COVID-19 https://t.co/bBLL4aDfsQ via @Новини от Бургас	yes	no	yes	no	no	no	no
831	СЗО: Няма доказателства, че излекуваните от COVID-19 вече имат имунитет срещу вируса https://t.co/7IP1FndIBg	yes	no	yes	no	no	no	no
832	140 новозаразени, премиерът Борисов поиска болниците да се “презапасят с маски, облекла и очила” | 140 са новите случаи на Covid- https://t.co/0IFdcepWLT	yes	no	yes	no	no	no	no
833	Премиерът Бойко Борисов: Общо 72 млн. лв. получиха български малки и микро фирми за преодоляване на икономическите последици от кризата с COVID-19 https://t.co/LNLy1D3D6O	yes	no	yes	no	no	no	no
834	От изследвани 443 проби през последното денонощие, има само шест нови случая на потвърдени заболели от COVID-19 у нас https://t.co/Iy2KFr4m9t	yes	no	yes	no	no	no	no
835	67-годишен мъж от Стрелча е с положителна проба за COVID-19 https://t.co/Dj8YtK8tc3 https://t.co/6q0STmZiL8	yes	no	no	no	no	no	no
836	Само един починал сред заразените с коронавируса има за последното денонощие в Испания https://t.co/Usnj5kIg7N	yes	no	no	no	no	no	no
837	Окръжната прокуратура в Монтана разпореди проверка за случая със заразен с COVID-19 пациент от Лом https://t.co/3xZcQPiZ2P	yes	no	yes	no	no	no	no
838	Двамата, настанени в Инфекциозната клиника в Пловдив, нямат коронавирус Започват дезинфекция в градския транспорт Съмнителни за COVID-19 ще бъдат в изолатор в Пазарджик Засилват проверките на ГКПП „Златоград“ заради контрабанда на медицински материали https://t.co/bRyfrGM96E	yes	no	yes	no	no	no	no
839	Краят на света явно ще дойде след Третата световна вълна...🤔😱 #късразказ #Covid_19	no	nan	nan	nan	nan	no	no
840	@wishbonesmile covid causes vagina eye! 😂 някой е измислил как да пуска замаскирани мръсни снимки	no	nan	nan	nan	nan	no	no
841	“Останете позитивни, освен ако не сте си направили тест за COVID-19.”😊	no	nan	nan	nan	nan	no	no
842	прословутата интернет оригиналност, комбинирана със задаване на нивото на нормалност. очаквания айкю резултат е, че има бате олигофрени, които наистина са отговорили с не на въпросите 💉🦍 https://t.co/NRW1JtNZHu	no	nan	nan	nan	nan	no	no
843	Балнеология в условия на COVID-19 – възможно в СПА комплекс ”АТА”. https://t.co/r73PrNwiAC	no	nan	nan	nan	nan	no	no
844	➡️ Днес Ви предлагаме: Рокля от две части с феерична горна част от шифон с къс ръкав и голо рамо (лилав) 49,90 лв. https://t.co/70ePkyo7jN #максимода #maximoda #maxiclothes #clothes #fashion #moda #style #womanstyle #beautiful #bulgaria #lookoftheday #design #shopping #RRFashion https://t.co/wVxrh7aDPO	no	nan	nan	nan	nan	no	no
845	Важно! Застрахователи искат стикерът за Гражданската да отпадне заради COVID-19 : https://t.co/odbEXBdbGT https://t.co/coGdpr9iW7	no	nan	nan	nan	nan	no	no
846	Всичко ще бъде наред! Успех и здраве! ✊ https://t.co/ZrC2QteV3v	no	nan	nan	nan	nan	no	no
847	Бившият шампион в Леката и Свръхлеката категории на UFC, Конър МакГрегър, потърси сметка на ирландската авиокомпания Ryanair, за един чартърен полет от София до Дъблин. #covid19 #конърмакгрегър #софия https://t.co/CPz9TNIKHO https://t.co/KxfvSHTeU1	no	nan	nan	nan	nan	no	no
848	Във връзка с разпространение на пандемия от Covid-19 Посолство на #Азербайджан 🇦🇿 подари предпазни средства на членове на Съюза на офицерите и сержантите от запаса и резерва на #България 🇧🇬. #COVIDー19 https://t.co/RqCJebl6uE	yes	no	yes	no	no	no	no
849	60 са новорегистираните случаи на #COVID19 , няма починали https://t.co/bR7vDB9rHK	yes	no	yes	no	no	no	no
850	257 излекувани за последното денонощие, 169 са новите случаи #COVID19 https://t.co/SdpSOvuWDz	yes	no	yes	no	no	no	no
851	През изминалото денонощие има 112 заразени с Covid-19 в България, 7 от тях са в Сливен https://t.co/QZrHqZBwNg	yes	no	yes	no	no	no	no
853	Страховита прогноза за COVID-19 през следващата зима https://t.co/iCEUdmUJhT	no	nan	nan	nan	nan	yes	yes
854	След 26 дни интубация, 64 годишен мъж се излекува от COVID-19 https://t.co/J4u28jCwS3	yes	no	yes	no	no	no	no
855	Всички тестове за COVID-19 в „Берое“ са отрицателни #beroe #starazagora https://t.co/fgd1xImy78	yes	no	yes	no	no	no	no
856	Тоя Ханке верно е баси изкуфелия дъртак.... https://t.co/Ch058GQFLv	no	nan	nan	nan	nan	yes	no
857	Побъркаха българка с COVID-19 във Варна! https://t.co/iHaEpRMbyo	no	nan	nan	nan	nan	no	no
859	Пълнени патладжани.... Лятооо 🙂 #SupportYourLocal #restaurant #food #eat #local #foodie #instafood #dinner #bar #lunch #delicious #chef #Sofia #VelikoTarnovo #StaraZagora #Bulgaria #PartOfYourStory https://t.co/GGldS52W9M	no	nan	nan	nan	nan	no	no
860	Големият Робърт де Ниро е претърпял сериозни финансови загуби https://t.co/R8BiEzbBc8	no	nan	nan	nan	nan	no	no
861	Данни от Брюксел: България има най-ниска заболеваемост от Covid-19 в ЕС https://t.co/9VOtVIRmaL	yes	no	yes	no	no	no	no
862	240 души от региона са преборили COVID-19, осем са починалите https://t.co/kgd8iQFba3	yes	no	yes	no	no	no	no
864	Четири деца детска градина в София са с положителни проби за COVID-19 (ВИДЕО) https://t.co/v9fcsMbea5	yes	no	yes	no	no	no	no
865	Засега няма да се затварят детските градини заради Covid-случаите в 50-а https://t.co/wyr0MwhdAD	yes	no	yes	no	no	no	no
866	(Проф. Константинов: "Влязохме във фазата "хищника и жертвата"") от Зарата - Новини - https://t.co/KUptBbgyyQ #новини #COVID19 #профКонстантинов https://t.co/aFK3huoFr4	no	nan	nan	nan	nan	no	no
867	Шест държави в Европа имат над 10% смъртност от COVID-19, в света начело е САЩ https://t.co/q4RIEKlvx3	yes	no	yes	no	no	no	no
868	COVID-19 "хвърли“ банките в бъдещето | Банкеръ https://t.co/vuJwhv2ab8	no	nan	nan	nan	nan	no	no
870	@GStrahilova И вчера и денс и месец каза методиката е еднаква - PCR, така че може спокойно да сравнявате. Броят тестове е даден в ежедневното прессъобщение. В първите седмици не го даваха, но това отдавна е оправено. https://t.co/FiruDWYbDE	no	nan	nan	nan	nan	no	no
871	Тишината вали във прозореца.. https://t.co/Hd0DxCbv60 via @GoogleNews	no	nan	nan	nan	nan	no	no
872	Симптомите на COVID-19 при децата https://t.co/0oLfRTd62U чрез @zdravenbg11	no	nan	nan	nan	nan	no	no
873	Безсъние и ярки сънища в стаята с тревожност COVID-19 https://t.co/kqGg0D6WMJ	no	nan	nan	nan	nan	no	no
874	Нова жертва на COVID-19 у нас, почина мъж на 36 години https://t.co/qQhefqVmmV	yes	no	yes	no	no	no	no
875	Починала от COVID-19 лекарка до последно питала за пациентите си https://t.co/YUp7m6ykbw	no	nan	nan	nan	nan	no	no
876	@No_name_No_user Ето го интервюто, ако @yurukov е по-добре с немския от мен да го преразкаже, моля.😊 https://t.co/2mnGqFe1NP	no	nan	nan	nan	nan	no	no
877	Американски институт с предвиждания за развитието на COVID-19 в ЕС и САЩ според данните в реално време https://t.co/CDh8fza9u0 via @naukaoffnews	no	nan	nan	nan	nan	no	no
878	Хенри Кичка - оцелелият от Аушвиц белгиец, който почина от COVID-19 https://t.co/PZn3I4dp5G	no	nan	nan	nan	nan	no	no
879	Огнища на COVID-19 в предприятия в Стара Загора, 20 работници са заразени https://t.co/UVKYIWQjxY	yes	no	yes	no	no	no	no
881	Вероятно Китай не казва точните цифри на мащабите, които са засегнали хората. https://t.co/glYtKqZ7ra	no	nan	nan	nan	nan	yes	yes
882	COVID-19 прекъсвало програмите за лечение на други болести https://t.co/eBbaC6mndn	no	nan	nan	nan	nan	no	no
883	Увеличил се е броят на заразените с COVID-19 в Германия https://t.co/gq730gWBdK	yes	no	yes	no	no	no	no
884	Таня Андреева: Не се сбъдна прогнозата, че след изолацията заради COVID-19 ще има бейби бум https://t.co/8DP5rEUxV7	no	nan	nan	nan	nan	no	no
885	63 са новите случаи на заразени с коронавирус у нас при направени само 923 теста, в Сливенско има 1 с Covid-19 https://t.co/5B1LaxGXPg	yes	no	yes	no	no	no	no
886	Sony дарява 100 милиона долара в помощ за борбата срещу COVID-19 #Sony https://t.co/Mz7yG4z9QA https://t.co/UljmLRdxTJ	yes	no	yes	no	no	no	no
887	Ама не им давайте идеи на нашите управници, моля! https://t.co/RUuD9pasyF	no	nan	nan	nan	nan	no	no
888	51 нови заразени с COVID-19 в страната https://t.co/ibYxBdZsPk	yes	no	yes	no	no	no	no
889	Отново осем са положителните за Covid-19, те са от Драгиново, Добровница, Велинград, Панагюрище, Пазарджик и Лесичово https://t.co/XcR0jZoXuf	yes	no	yes	no	no	no	no
890	Covid-19: Цифрово наблюдение, граници и права на човека https://t.co/ZCdaZ7ogHV	no	nan	nan	nan	nan	no	no
891	Щабът: Ленин е починал от COVID-19, антиреволюционна (ди)версия https://t.co/YQcKKjdMas	no	nan	nan	nan	nan	no	no
892	Имах недалновидността да пусна Марияна Николова, за да се информирам какво казва, докато имам приятели на гости... Ски спортът е защитен от COVID19, защото спускането е индивидуално предизвика такъв смях, че се чувствам притеснена някой да не остане без въздух. #Kakistocracy	no	nan	nan	nan	nan	no	no
893	20 000 долара струва престоят в болница с COVID-19 в САЩ https://t.co/lh6rPdjJaE	yes	no	yes	no	no	no	no
894	@svetlinco @chookundur Дори изискванията са неадекватни по време на social distancing...пфу 😉	no	nan	nan	nan	nan	no	no
895	Трябва да се учи статистика и пробабилистика... https://t.co/f2Rc0O5AQm	no	nan	nan	nan	nan	no	no
896	COVID-19 в региона на Югоизточна Европа https://t.co/mBmDW7FGR2	no	nan	nan	nan	nan	no	no
897	Нямаме идея какво трябва да се направи, но е важно да го направим сега! 🤣🤣🤣 https://t.co/qyjxvWcaQm	no	nan	nan	nan	nan	no	no
899	Германска компания води в надпреварата за ваксина срещу COVID-19 https://t.co/09UoBAQzce	no	nan	nan	nan	nan	no	no
900	Предлагам на журналистите (и на всички хора) вече да им дадем по една диплома за вирусолози 🤔 #НямаКрайОтCOVID19	no	nan	nan	nan	nan	no	no
901	Corona-twist: след месеци светът осъзнава, че оздравелите не се разболяват от нищо.. Ever.	no	nan	nan	nan	nan	no	no
902	Русия би собствения си тъжен рекорд за Covid-19 : https://t.co/odbEXBdbGT https://t.co/5qJfNcmJYC	no	nan	nan	nan	nan	no	no
903	Леле... Това почва да става наистина притеснително https://t.co/lcKjxCCalJ	no	nan	nan	nan	nan	no	no
904	По пътя към ваксина за COVID-19: Състезание с времето и обстоятелствата https://t.co/ONK2afbCiA	no	nan	nan	nan	nan	no	no
