tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
2288	I just saw Край на споровете за произхода на COVID-19! Той е изкуствено създаден в САЩ през 2015 г. - Click to see also ☛ https://t.co/ikFXAmp8bO	yes	yes	yes	yes	yes	yes	yes
2299	Пушене на марихуана и коронавирусът: дори рядката употреба повишава риска от усложнения на Covid-19 | Марихуана БГ https://t.co/tN8EJuRjTG	yes	no	yes	no	yes	no	no
1656	Скандал .... Установен факт е, че екипът на руските военни първоначално е бил поканен в Италия от проруски партии, а не от официалните власти на страната. Скандалът е огромен, тъй като част от оборудването на спасителите подсказват за действителния произход на COVID-19. https://t.co/NXY24xniy0	yes	no	yes	yes	yes	yes	nan
756	AVON и AVON ФОНДАЦИЯТА ЗА ЖЕНИ срещу повишения риск от домашно насилие, вследствие на пандемията от COVID-19 https://t.co/EcTRqmHMJr	no	nan	nan	nan	nan	no	no
996	Тревожен ръст на починали от COVID-19 в Бразилия https://t.co/RytWF1IsFf	no	nan	nan	nan	nan	no	no
1096	COVID-19: Теория на конспира(дезинформа)цията https://t.co/FToDBsgvHr	no	nan	nan	nan	nan	no	no
718	@brainp0rn Авторът някога сигурно е пишел доста дълги съчинения по литература, след като само от COronaVIrus Disease 2019 е успял напише цялото това безумие.	no	nan	nan	nan	nan	no	no
465	Германците са вече уморени от бедствието Covid 19 https://t.co/fBovwsJHHi	no	nan	nan	nan	nan	no	no
2666	865 са случаите на COVID-19 у нас, заразено е бебе на 2 месеца - bTV Новините https://t.co/HRppflhTOu	yes	no	yes	no	no	no	no
2264	Русия обещава милиони дози COVID-ваксина всеки месец от догодина https://t.co/f6Icbx8gDQ	yes	no	yes	no	yes	yes	yes
2487	За последното денонощие: 174 нови случая на COVID-19, 85 излекувани https://t.co/79juUbsawb https://t.co/Mw33m2vnt6	yes	no	yes	no	no	no	no
1709	Като резултат от пандемията COVID-19 и затварянето на образователните институции в целия свят, стартираха инициативи за осигуряване на ученето и преподаването в този период. Вж проучване от Европейската комисия стартира: https://t.co/9jNsv2hnzM	yes	no	yes	no	no	no	no
1193	Иван Кръстев: COVID-19 ни напомни, че сме смъртни https://t.co/yFtkcSavAT	no	nan	nan	nan	nan	no	no
2123	TIL Абревиатурата на спешната спасителната служба в Румъния, чиито парамедици са на първа линия в борбата с COVID-19 в страната, а и в съседна Молдова, е SMURD. Доста зловещо. https://t.co/uQHrecEvLY	yes	no	no	no	no	no	no
2263	1955 станаха случаите на #COVID19 у нас, пламна огнище и в Сатовча https://t.co/Z2TW1PtoUp	yes	no	yes	no	yes	yes	yes
2692	Коронавирусът и по-склонни ли сме да се заразим с COVID-19 у дома, отколкото са публично място https://t.co/kwEbo3I6PT	no	nan	nan	nan	yes	no	yes
1014	Как спасяват икономиката от COVID-19 https://t.co/EnO3Jj1lxF https://t.co/sCF1NOUl7P	no	nan	nan	nan	nan	no	no
2062	Ананиев: Български екип е близо до откриване на лекарство срещу COVID-19 Повече четете тук: https://t.co/de2vzR7IZo https://t.co/fZLIRLVCy8	yes	no	yes	no	yes	no	no
1826	Нова екипировка на медиците от #ВМА #COVID19 https://t.co/57dxfgzSy1	yes	no	yes	no	no	no	no
621	Музеи, театри и библиотеки отварят отново вратите си за посетители след кризата с #Covid19. Секторът на културата бе силно засегнат в последните месеци и затова Парламентът настояваше за специални мерки за подкрепа. https://t.co/75DybEcKn2	yes	no	yes	no	no	no	no
2760	🎮 В знак на благодарност към дисциплинираните хора, които спазват всички мерки на социалната дистанция @PlayStation правят подарък 2 безплатни игри: https://t.co/GEHFTu6Ozn #StayHome #PlayAtHome #COVID19 #SonyInteractiveEntertainment #UnchartedTheNathanDrakeCollection, #Journey https://t.co/eUPCjlzeu4	yes	no	yes	no	no	no	no
9	#WeekendRead За разпространeнието на #COVID19 и реалния ефект от социалното дистанциране 👉 Научен поглед от @HorizonMagEU 👇 (да се чете от вкъщи 🏡! ) https://t.co/UmmY8AwdwM	no	nan	nan	nan	nan	no	no
954	@PippilotaM https://t.co/yYxAmTVQrG но няма раздробяване по страни. в nyt материалът също не е особено подробен, но пък казва кан Макрон се развикал на Кърц :)	no	nan	nan	nan	nan	no	no
2241	Тъжен рекорд: 14 с COVID-19 починаха за денонощие - DC news https://t.co/qypXsEy4YD	yes	no	yes	no	no	no	no
2244	Последни данни: 24 нови случая на COVID 19, повече оздравели за денонощието https://t.co/4UOpxQzAxn	yes	no	yes	no	no	no	no
1317	Пуснете 5G-то и да се свършва!!! https://t.co/Sx7YgZkTvi	no	nan	nan	nan	nan	no	no
1311	Нов пакет заради COVID-19: Над 1 млрд. лева за социални мерки: https://t.co/Ol864S7Vls	yes	no	yes	no	no	no	no
340	в Росий карат някакъв странен вирус, който кара хората да летят от прозорци. май има ваксина - демокрация, ама там резултатите от нея са като от тест за COVID-19, масово false positive.	no	nan	nan	nan	nan	no	no
635	За всички превърженици на стадния имунитет и шведския модел! https://t.co/cRZdBlyhv9	no	nan	nan	nan	nan	no	no
2416	Ама разбира се, че църквата бе. Разбира се. То и Франция, ако не се лъжа, Корея също. Нищо отвори църквите, Боеко. https://t.co/1tOypFiPk9	no	nan	nan	nan	nan	no	no
1260	Резултатите от недобросъвестната намеса на човека са известни – глобалното затопляне 80% обезлесяване на планетата и намаляване с 50% на биомасата за по-малко от 100 г, нарушени хабитати на животните, появата на нови заболявания, сподели Саша Безуханова. https://t.co/OsYA9lSEo2	yes	no	yes	no	no	no	no
1109	Какви мерки предприеха световни компании с кризата около COVID-19 (ИНФОГРАФИКА) https://t.co/jnW9tozzA3	no	nan	nan	nan	nan	no	no
1301	Мексико му го "зачука" на Тръмп. Затвори границата с Аризона и реши проблема със стената... https://t.co/3dINn7QXZg	yes	no	yes	no	no	no	no
1802	Кевин Спейси с послание за COVID-19: И аз знам какво е светът ти да спре изведнъж https://t.co/a2MQXEuR1e	yes	no	no	no	no	no	no
731	@HToshko Ето я почасова световна информация тук -https://t.co/UIrXoZNgej	no	nan	nan	nan	nan	no	no
2967	Обявиха колко са новите заразени с COVID-19 в Гърция https://t.co/z3Bw5BHP9R	yes	no	yes	no	no	no	no
508	Няма нищо за гледане, един тулуп след карантината 😂😂😂 #boxing #Quarantine https://t.co/tVeRSxf2lH	no	nan	nan	nan	nan	no	no
1008	който е имал акции в Gilead, да вади шампанското. https://t.co/zqr45SDzkq	no	nan	nan	nan	nan	no	no
667	Ей тъй са прай. https://t.co/byATViqUGE	no	nan	nan	nan	nan	no	no
1416	Д-р Кокалов: Пари и места в болниците за лечение на COVID-19 има, трябват лекари https://t.co/ZyR5e6OdFZ	yes	no	yes	no	no	no	no
1194	Контрола на стадион за време на коронавирус | Off https://t.co/yntPmSQ94J #coronavirus #stadiums	no	nan	nan	nan	nan	no	no
2501	@VeselinNestorov @wmg_news Бат Ваньо явно е излязал от covid страховата си невроза и отново изглежда адекватен на реалността.	no	nan	nan	nan	nan	no	no
2649	Ути Бъчваров: Питаха ме взел ли съм пари, за да кажа, че имам COVID-19 https://t.co/9TjDbJq5tV	yes	no	yes	no	no	yes	no
75	Covid19 постави САЩ на колене, каза д-р Редфийлд, директор на центровете за контрол и превенция на заболяванията. Страната ще похарчи 7трлн. USD за откриване на нови случаи на вируса. Чудя се, вместо това просто да започнем да живем по нов начин, оставяйки само необходимото. М.Л.	no	nan	nan	nan	nan	no	no
1361	След разхлабването на мерките нови 357 заразени с COVID-19 в Германия https://t.co/PjIWog8bi7	yes	no	yes	no	no	no	no
2029	Нов ден! Удари ни втората вълна на COVID-19 https://t.co/wxhui6QNrv Абонирайте се: Spotify -&gt; https://t.co/0WI20cn4sX Apple -&gt; https://t.co/Naf2k0qIjA Google -&gt; https://t.co/M2MJ9USdoK	yes	no	yes	no	no	no	no
1615	531 са потвърдените случаи на COVID-19 в България , по данни на Националния оперативен щаб. През деня са доказани още 9 нови случаи, като 5 от тях са в София, 1 в Смолян, 1 в Благоевград, 1 в Стара Загора и 1 в Хасково. Лабораториите продължават да работят. 20 починали . https://t.co/7i2I6a3ETS	yes	no	yes	no	no	no	no
683	Направо можеше да направя едно #asmr видео с подрънкващи бутилки, но вместо това направих един бърз #unboxing с това, което току-що ми доставиха от #glarus #stayhome #staysafe #supportlocal #beer #porter #paleale #ipa https://t.co/uA3tap95zU	no	nan	nan	nan	nan	no	no
942	Христос воскресе въпреки Covid-19. Да сте здрави всички!	no	nan	nan	nan	nan	no	no
1306	Съобщи гръцкият министър на здравеопазване Василис Кикилиас. #новини #ваксина #коронавирус #Европейскисъюз #ВасилисКикилиас #covid19 #икономическиживот https://t.co/Q0ahtsWNFF	no	nan	nan	nan	nan	no	no
937	Очаквайте през идната седмица специално интервю с председателя на една от водещите браншови организации – #БАСКОМ. Доброслав Димитров е и основател на @ImperiaJSC . Гледната му точка и позиция относно COVID-19 кризата: https://t.co/iaADqhEFfn #COVID19, #tech, #IT, #TechLeader https://t.co/HfQbZdSIz0	no	nan	nan	nan	nan	no	no
2739	Лондон ще тества лечение с кръвна плазма на пациенти със COVID-19 https://t.co/kYZc6cI9JY	yes	no	yes	no	yes	no	yes
1115	Доц. Попов с най-чаканата новина за COVID-19 в България https://t.co/eWfxeIs2fj	no	nan	nan	nan	nan	no	no
776	Може сега да сме дистанцирани. Но няма да позволим на разстоянието да ни попречи да живеем заедно. Оставаме дистанцирани, оставаме заедно. Ще преминем през това заедно. Samsung #StayApartStayTogether #GetThroughThisTogether Научи повече: https://t.co/ESwdeImAlX https://t.co/i0w9ptNTwa	no	nan	nan	nan	nan	no	no
95	Във време на криза да превърнеш панаирен център във временен лазарет с 880 легла - Община Виена го може: https://t.co/SVR079nfZ3 #coronavirus #COVID19 #Виена https://t.co/d5eaTNwdBd	yes	no	yes	no	no	no	no
2900	Кой е собственикът на кланиците-развъдници на COVID-19 https://t.co/ohdG51AxNh	no	nan	nan	nan	nan	no	no
1606	Руска агенция твърди, че има препарат за лекуване на COVID-19 https://t.co/AuV7kthlij	yes	no	yes	no	yes	yes	yes
1058	Доскоро Тиндър беше скучен, преди да установя, че GPS-а е със собствено мнение. Вчера ме позиционира в Малта, не беше лошо - усмихнати хора, красиви гледки, плажове, въпреки че 399 потвърдени COVID случаи. Днес според Тиндър съм в Ниш.Всички са намусени и ядат на снимките.	no	nan	nan	nan	nan	no	no
500	119 са новодиагностицираните с COVID-19 лица през изминалите 24 часа https://t.co/RHWW7AwjPy	yes	no	yes	no	no	no	no
1815	Bulgaria: EU is helping to fight #coronavirus - Политиката на сближаване на ЕС подпомага модернизирането и достъпността на спешната медицинска помощ в България, включително и в борбата с разпространението на коронавируса. #cohesionpolicy #еврофондове https://t.co/HaujrjtOWN	yes	no	yes	no	no	no	no
1609	Ефективната и безопасна ваксина срещу #COVID19 е най-добрият ни шанс за трайно излизане от кризата. Времето е от решаващо значение. Стратегията на ЕС 🇪🇺 за разработване на ваксина и осигуряването на равен достъп до нея 👉 https://t.co/2q90D5WuXA #UnitedAgainstCoronavirus https://t.co/vcZvqVEvYY	yes	no	yes	no	no	no	no
2815	Жена, пристигнала от чужбина, докара covid в Созопол https://t.co/RIMnK3UudN via @Новини от Бургас	yes	no	yes	no	no	no	no
869	КОВИД 19 - Хората не са виновни, #StayHome, #коронавирус, #ковид19, #cov... https://t.co/IBAFuanbE8 via @YouTube #коронавирус,#ковид19,#covid19,епидемия,пандемия,вирус,#вирус,#пандемия,извънредно,#извънредно,извънредно положение,	no	nan	nan	nan	nan	no	no
2725	41 случая на заразени с COVID-19 за последното денонощие. Един е починал https://t.co/57cU7ioEUt	yes	no	yes	no	no	yes	yes
852	Всички се борят с covid-19, Корнелия – с вътрешния враг https://t.co/HpsG4YanJ1	no	nan	nan	nan	nan	no	no
1396	41 нови с COVID-19 за денонощие у нас, 60-годишен мъж почина https://t.co/L9JqbmEAgm via @BreakingBG	yes	no	yes	no	no	no	no
548	Евр. страни отварят границите си и прилож. за проследяване са част от мерките за продължаване на борбата с/у Covid19. ЕП призова за доброволно използване на тези прилож. и пълно спазване на законодателството за защита на личните данни и поверителността. https://t.co/jHzvjzN8eT https://t.co/4vjjAEH9Tj	yes	no	yes	no	no	no	no
2949	Католическият свят посрещна Великден на 12 април под сянката на пандемията от COVID-19. В затворената за богомолците катедрала в Милано оперният певец Андреа Бочели изнесе концерт под надслов "Музика за надежда". Повече за него четете тук: https://t.co/uJUEHMHxPl https://t.co/X78FOKvDTC	yes	no	yes	no	no	no	no
752	Разстоянието между ритейл и про трейдърите се скъсява https://t.co/608xNcFqSB	no	nan	nan	nan	nan	no	no
743	Борут Пахор на български: Словения е солидарна с България в битката с COVID-19 https://t.co/yEx1Xob3Xu	no	nan	nan	nan	nan	no	no
2583	Избягал пациент с COVID-19 заформи екшън в Самоков https://t.co/zsE2i31PpH	yes	no	yes	no	no	yes	yes
2632	Само 6 нови доказани случая на COVID-19 за денонощието, общият брой стана 2433 души https://t.co/wR9Pj6sVba	yes	no	yes	no	no	yes	yes
1270	Общините искат помощ от държавата заради финансовите щети от Covid-19 https://t.co/lpwcf9bWaF	yes	no	yes	no	no	no	no
1574	Страните в ЕС обмислят вдигане на граничните проверки заради коронавируса. Европейският парламент иска координиран подход за възстановяване на свободното движение: https://t.co/BV05vwWMVF #ЕвропаСрещуCOVID19 https://t.co/dbnhnaiWke	yes	no	yes	no	no	no	no
2489	Телефонът ще се засича дали наоколо е имало заразен с COVID-19 https://t.co/bCt7PrvrOv	yes	no	yes	no	yes	no	no
164	Ж. 80. Covid пневмония.	no	nan	nan	nan	nan	no	no
2780	Жена от дома в Кула починала от Covid-19, заразените вече са 2 259 : https://t.co/odbEXBdbGT https://t.co/vHpukWwnpK	yes	no	yes	no	no	no	no
1072	Възстановяване целостта на разпадналия ни се свят ли предлага Covid-19 https://t.co/De0zCRzMlH	no	nan	nan	nan	nan	no	no
1389	Григор Димитров е болен от Covid-19 https://t.co/ByaBiKJbpa	yes	no	yes	no	no	no	no
1422	Южна Корея затвори над 2100 заведения заради втори пик на COVID-19 https://t.co/JpMhDgtQAe	yes	no	yes	no	no	no	no
764	Още малко благини ☺️ https://t.co/eZEiAwSTse	no	nan	nan	nan	nan	no	no
1634	Българският евродепутат от ГЕРБ/ЕНП @Emil_Radev , който е и заместник-председател на #LIBE, също обясни своето виждане по темата с миграцията и разпространението на #COVID19 ℹ️ Неговата позиция може да чуете в аудио файла ⬇️ https://t.co/gTGyazyVqr	yes	no	yes	no	no	no	no
1914	Освен основните дейности на Европейския парламент @EP_Bulgaria Давид Сасоли предложи подкрепата на ЕП на местните власти, предоставяйки пакети с храна, подслон и център за тестване на COVID-19: https://t.co/Dp3cMgj3Dy #ЕвропаСрещуCOVID19 https://t.co/z28jv0rqBI	yes	no	yes	no	no	no	no
413	11 са излекувани от COVID-19 и изписани от болница у нас https://t.co/y21vctxqpQ	yes	no	yes	no	no	no	no
395	Шефът на РЗИ - Враца: Врачани, не спете със софиянци. Има COVID-19! :) Не се прегръщайте и целувайте! Предлагам и ние да бойкотираме врачани!	no	nan	nan	nan	nan	no	no
1040	Жената е от близкия семеен кръг на лекар от Онкодиспансера, за който вече беше съобщено за установена коронавирусна инфекция https://t.co/e2K3ZyouX4	no	nan	nan	nan	nan	no	no
474	Над 150 000 французи, които временно се намираха в чужбина, се върнаха във Франция благодарение на усилията на стотици служители и доброволци на Министерството на Европа и външните работи, кризисния център, посолствата, консулствата и авиокомпаниите. #Covid19 #коронавирус https://t.co/BAJeJtOkrV	yes	no	yes	no	no	no	no
2765	104 са новите случаи на заразени с COVID-19 у нас. Общият брой на заболелите е 2 993, от к... https://t.co/6ie0tBRI4Z	yes	no	yes	no	no	no	no
1025	Битката за надмощие трябва да завърши преди да започне Бундеслигата, защото след това ще е ясно, че може да ес играе футбол и извиването на ръце няма да е актуално! BBC Sport - Coronavirus and sport: LMA chief warns clubs need to back neutral venues https://t.co/Nuuq9Wbw73	no	nan	nan	nan	nan	no	no
1560	.@VDombrovskis Една от най-важните ни мисии е да защитим европейските предприятия и работници, да задържим хората на работните им места. Само така, след като пандемията премине, икономиката на ЕС ще може да се възстанови. 🇪🇺 #coronavirus #EUsolidarity https://t.co/goerhrB5JU	yes	no	yes	no	no	no	no
1968	Това си струва да се посети. Стига да да не бъде отменено поради COVID-19 На 06.09.за поредна година в Стара Загора ще се проведе парад на ретро автомобили. Основната идея е да се покажат исторически превозни средства. Няма състезателен характер Важна е историческата стойност	yes	no	no	no	no	no	no
578	Отборът на трето място идва Великобритания. Снимки: ©Европейски съюз - източник EIT. #movebg #editbg #innovation #EUvsVirus #eit #deeptech #hackathon #startup #smes #scaleups #bulgaria #europeanunion #COVID19 #bigdata #EmergingTechnologies #TechNews #society #socialinnovation https://t.co/FoMXOziUs5	no	nan	nan	nan	nan	no	no
922	Спазвайте правилата за социално дистанциране - Меркел #COVID19 https://t.co/pMf3ckQ3rX	no	nan	nan	nan	nan	no	no
2911	(Портал за борба с COVID-19 пусна правителството) от Зарата - Новини - https://t.co/WdJHGzx1vD #новини #COVID19 #Jd #QMf #българскоправителство https://t.co/5RY0AzaeUX	yes	no	yes	no	no	no	yes
615	Бразилия стана втора по починали с COVID-19, на гробищата в Сао Пауло назрява криза https://t.co/bZKiVcYRnl	yes	no	yes	no	no	no	no
1658	Единствено в България от ЕС спорта навън е забранен. https://t.co/FmZjdznv3J	yes	no	yes	nan	yes	no	no
1071	Кметско семейство е дало положителна пробра за COVID-19 https://t.co/cIumwM4Kyb	yes	no	no	no	no	no	no
2271	Няма да затварят детските градини в София заради случая с COVID-19 https://t.co/kY0pMwDfB2	yes	no	yes	no	no	no	no
1239	1488 са случаите на Covid-19 у нас, излекуваните са 266: https://t.co/qEB9FFfpeX	yes	no	yes	no	no	no	no
428	Основното предизвикателство при разработването на руската ваксина срещу Covid-19 е размера на руския микрочип Елбрус. Затова ваксината ще се приема чрез супозитории (анални свещички).	no	nan	nan	nan	nan	no	no
307	Над 150 държави в глобален план за ваксина срещу COVID-19 https://t.co/4KWsHwY3QT	yes	no	yes	no	no	no	no
12	Според изследване, #COVID19 оцелява до 3 часа в аерозоли във въздуха, до 24 часа на хартиена и около 2-3 дни на стоманена или пластмасова повърхност. https://t.co/DTTDwfwV7x	yes	no	yes	no	yes	no	no
1408	Медицинско изследване от Ухан: Пчелната отрова убива Covid-19 : https://t.co/odbEXBdbGT https://t.co/S1KxtzaP6O	yes	no	yes	no	no	no	no
1899	Нов ден! ЕС сключи договор за COVID ваксина, а роман на Агата Кристи бе преименуван https://t.co/GCja3QzhWd Абонирайте се: Spotify -&gt; https://t.co/0WI20cn4sX Apple -&gt; https://t.co/Naf2k0qIjA Google -&gt; http	yes	no	yes	no	yes	no	no
2325	Световната здравна организация временно спира експерименталното третиране на пациенти с Covid-19 с хидроксихлорохин. https://t.co/SdY9lzeEFy	yes	no	yes	no	yes	no	no
1554	Проф. Иво Петров: COVID-19 ще остане завинаги, както са вирусите на СПИН и ебола - https://t.co/Mu6H3CY4ma	yes	no	yes	no	yes	yes	yes
2886	Откриха нов, още по-заразен щам на COVID-19 в Хонконг https://t.co/Xn1QJIkHPv	yes	no	yes	yes	yes	yes	yes
2413	Ивент секторът след кризата с #Covid19: хибридни събития и открити пространства Платформа А6 е нашият спасителен пояс - Борислав Велков, председател на Съвета на директорите на #НДК, пред https://t.co/gC3ChPfOql https://t.co/WJNP4VqASV https://t.co/S90ZScAwUY	yes	no	yes	no	nan	no	no
2549	Заразените с Covid-19 по света вече са повече от 2 милиона https://t.co/iMe1F7UMJO	yes	no	yes	no	no	no	no
88	3266 са общо случаите на COVID-19, потвърдени у нас, според Националната информационна система https://t.co/L6N9YqhUpe	yes	no	yes	no	no	no	no
1168	Горда Стара планина, до ней Дунава синей, слънце Тракия огрява, а от COVID се не мре. https://t.co/t8Po2Ol3mR	no	nan	nan	nan	nan	no	no
858	Нови данни от Евростат за ролята на държавите и отражението на #COVID19 #movebg #editbg #investments https://t.co/Ewd8o1MOFF	no	nan	nan	nan	nan	no	no
2834	(Днес, 14 май: Общо заразените са 2100 души. #починали са общо 99 души) от Зарата - Новини - https://t.co/CdtVAu1HBG #новини #COVID19 #България #заразени #починали https://t.co/79XQlwJdqG	yes	no	yes	no	no	no	no
2736	@OuroborosGebo Мисля, че изказването му се базира на това, конкретно за слънчевата светлина: https://t.co/XuIyIEj7YL https://t.co/amIDBS74k2	no	nan	nan	nan	nan	no	no
1205	1 млн. американци с тест за COVID-19 https://t.co/YSMzUStMFq	yes	no	yes	no	no	no	no
2245	€500 млрд. хвърля Макрон срещу COVID-19 https://t.co/yzGZ58i5Xk	yes	no	yes	no	no	no	no
535	Европа между премерения риск и началото на летния туристически сезон в условията на COVID-19 https://t.co/IsxGvb5kRO	no	nan	nan	nan	nan	no	no
1804	ЕК насърчава страните от ЕС да използват бързо фонда REACT-EU, за да осигурят възстановяването от #coronavirus. Това е част от плана за възстановяване #NextGenerationEU и има за цел подпомагане на здравеопазването, семействата с ниски доходи и др. Още: https://t.co/s0VgraU6QX	yes	no	yes	no	no	no	no
2718	(Бебе на 2 месеца е с COVID-19, заразените са вече 865) от Зарата - Новини - https://t.co/I4yjcaUAPC #новини #коронавирус https://t.co/u5menihGah	yes	no	yes	no	no	yes	yes
2063	Коронавирусът показа, че страните в ЕС трябва да си сътрудничат по-добре, за да реагират ефективно на мащабни заплахи за човешкото здраве. Нова програма на ЕС цели да укрепи системите на здравеопазване и да ги подготви за бъдещи кризи: https://t.co/DsAbYfMnqh #ЕвропаСрещуCOVID19 https://t.co/YrQOBll9cX	yes	no	yes	no	no	no	no
741	@ludmilf Споко, преквалифицира се на вирусолог. https://t.co/EC3AIvRDfp https://t.co/glbJSbcDcs	no	nan	nan	nan	nan	no	no
2810	Доц. Околийски: COVID-19 нанася щети върху психиката https://t.co/GfhW9WDykd	yes	no	yes	no	no	no	no
1797	Миналата седмица Европейският парламент призова за мащабен пакет в подкрепа на европейската икономика след кризата с COVID-19: https://t.co/QaUMeVK3Y2 #ЕвропаСрещуCOVID19 Вижте повече за предложенията на ЕП в следващите туитове ⬇️ https://t.co/aRFjfWRmA5	yes	no	yes	no	no	no	no
16	🎙️👨‍💻Марио Пешев, Изпълнителен Директор и WordPress Architect на @wpdevrix ще вземе участие в дискусията „ИТ секторът в режим COVID-19″ - част 2: https://t.co/KyCvMlBC9Y @no_fear_inc, #TechInfluencer, #Developer, #Manager, #ITIndustry, #Business, #Software, #Architect, #WordPress https://t.co/GyxkJ5pKcd	no	nan	nan	nan	nan	no	no
364	100 без случайна зараза: “Нищо не е свършило, трябва да внимаваме” Нашия тиквеник края на май: “Най-добре от всички се справихме, хвърляйте маските и айде на мач!” https://t.co/hYvj0HJB5X	yes	no	yes	no	no	no	nan
2525	Щом него успя да хване.... https://t.co/CCtuNSdbjh	no	nan	nan	nan	nan	no	no
2498	Френски лекари съобщават за бебе, заразено с Covid-19 по време на бременността https://t.co/beUaj0Foms	yes	no	yes	no	yes	no	no
2388	(Клиничната пътека за лечение на COVID- 19 става 1200 лева) от Зарата - Новини - https://t.co/faGq7LKVM5 #новини #COVID19 #клиничнапътека https://t.co/npA4O4OnQp	yes	no	yes	no	yes	no	no
2483	Проектът Пандемия на Тексаския университет в Остин, САЩ, се опитва да проследи и разбере социалното и психологическото състояние на хората по време на кризата COVID-19. Ето някои от резултатите досега: https://t.co/SJrdJWr2sn https://t.co/dIdHY8Htek	yes	no	yes	no	no	no	no
2412	Рохани със стряскащи данни: 25 милиона са заразените с COVID-19 в Иран https://t.co/6NpKYDwUtG	yes	no	yes	no	yes	yes	no
2608	Няма пропуски при погребенията с Covid-19 в Сливен https://t.co/85yUIrc4t4	yes	no	yes	no	no	no	no
599	Внимание! Внимание! Китайски вирус води до опасни проблеми като НАЦИОНАЛИЗАЦИЯ (най-омразната дума за Бизнеса, дори повече от Данъци). https://t.co/4FdazD8z3m	no	nan	nan	nan	nan	no	no
386	качил съм 4 килограма. благодаря ти covid-19!	no	nan	nan	nan	nan	no	no
292	За разлика от икономическите поражения, които могат да се опишат с цифри, под повърхността ще останат необхватни други последици - психологическите. Най-елементарното е да се започват емисиите със данни на оздравелите, а не починалите от #COVIDー19	no	nan	nan	nan	nan	no	no
753	👉 Предложението днес: Ефирна блуза от шифон с естествен хастар 39.90 лв. https://t.co/vesJ8W3qZb #максимода #maximoda #maxiclothes #clothes #fashion #moda #style #womanstyle #beautiful #bulgaria #lookoftheday #design #shopping #RRFashion #RR #onlineshop #onlinestore https://t.co/UVJvFxfztc	no	nan	nan	nan	nan	no	no
2783	54 са новите случаи на Covid-19 у нас | За последното денонощие у нас https://t.co/XIUJwFOdMd	yes	no	yes	no	no	no	no
2505	Великобритания отчете още 346 починали от COVID-19 за 24 часа https://t.co/iSVuGSRh0L	yes	no	yes	no	no	no	no
233	Пуснаха официалния сайт https://t.co/eoFqTA2IpN Най-сетне можете компетентно да коментирате нещо свързано с темата.	no	nan	nan	nan	nan	no	no
591	Заглавие: МОТО-ПФОЕ дари два автомобила на ВМА, за да подпомогне битката им срещу COVID-19. В текста: Дарението е безвъзмездно и е за срок от един месец.  https://t.co/JSlxsypE0d	no	nan	nan	nan	nan	no	no
646	Важен и спешен въпрос. Тестовете за Covid19 пред Пирогов струват ли нещо и колко.	no	nan	nan	nan	nan	no	no
1188	Кметът на Стара Загора Живко Тодоров издаде заповед във връзка с ограничаване на разпространението на коронавирус https://t.co/l7A5F1W93g #coronavirus https://t.co/m25u7utvlH #infoz чрез @infoz_bg	yes	no	yes	no	no	no	no
2950	Изследване: Хората с кръвна група А са най-силно застрашени от COVID-19 https://t.co/8XicItdMS4 чрез @wmg_news	yes	no	yes	yes	yes	no	yes
2345	Проф. Жеко Ганев: Системите за озониране на „Елфи-Тех“ спират разпространението на вирусите - https://t.co/I1qwAgYnF0 - новини, видео, издателство https://t.co/ZqDEVu6iHS #infoz via @infoz_bg	yes	no	yes	no	no	no	no
2061	Ще си сътрудничим с бизнеса на ОАЕ в борбата срещу COVID-19 https://t.co/vCBnUc5yan	yes	no	yes	no	no	no	no
880	Типичен fake news, обиколил цяла източна Европа. https://t.co/BVEiEVLc2s https://t.co/Gt8YjWMgTR	no	nan	nan	nan	nan	no	no
1400	Законът За Коронавирусите Във Великобритания 2020 Е Нищожен https://t.co/Wg8Ut5nmG7	no	nan	nan	nan	nan	no	no
744	„Covid“сватба: китайците сключват бракове онлайн (ВИДЕО) https://t.co/c8haWPDjFb	no	nan	nan	nan	nan	no	no
2080	Великобритания е почти готова с тест, който показва дали сме изкарали COVID-19 безсимптомно https://t.co/KZD6FPj5Ij https://t.co/og26VqfdsM	yes	no	yes	no	yes	no	no
1142	@l4m3rx всичко е изтрещяло, добре дошъл в 2020. от по-безобидните неща дето могат да направят китайците е да си изпуснат тестовия прилеп и някой да го изяде https://t.co/2hdtvd4Pfv	no	nan	nan	nan	nan	no	no
2168	АСБ: Мерките срещу COVID-19 да се прилагат решително, без двойни стандарти https://t.co/scgYC8ml7B	yes	no	yes	no	no	no	no
302	.@EP_President Сасоли: В отговор на разпространението на коронавируса Европейският парламент предприема допълнителни предпазни мерки. Искаме Парламентът да продължи своята законодателна дейност, като в същото време вземе мерки. Прочетете: https://t.co/UXXzNmLuEB #COVID19 https://t.co/QqP42C9Tnw	yes	no	yes	no	no	no	no
68	Днес Испания отдава почит на повече от 28 хил. души, които загубиха живота си вследствие на #COVID19. ЕС скърби с Испания и с всички европейци, чийто живот се преобърна заради болестта! 🇪🇸 🇪🇺 https://t.co/sTlwIEBA8Q	yes	no	yes	no	no	no	no
2021	Днес отбелязваме Международния ден за борба срещу хомофобията и трансфобията. Борбата срещу хомофобията и трансфобията не се води само днес, а постоянно, и е още по-необходима в тези времена на пандемия. https://t.co/4w3Zp0X8q8	yes	no	yes	no	no	no	no
